inchikey,validated,pAct_pre,n_pre
YHBNNSZPKVUPMG-UHFFFAOYSA-N,1,7.299988937677888,1
HRBGKICNPOCYPZ-UHFFFAOYSA-N,1,7.299988937677888,1
DJHAFQLSNXBKIX-UHFFFAOYSA-N,1,7.299988937677888,1
NCDNWTYTZTXJIU-UHFFFAOYSA-N,1,7.299988937677888,2
ABSKTFYOWZQKEU-LBEPJEHYSA-N,1,7.299988937677888,1
PFWZDYSBLPIXBI-GLRZTSSQSA-N,1,7.299988937677888,1
ULMBXLAVXIEGRS-UHFFFAOYSA-N,1,7.299988937677888,1
HIRZFMOIKMLUHF-UTKZUKDTSA-N,1,7.299988937677888,1
XWXGIXOQLMBDID-UHFFFAOYSA-N,1,7.299988937677888,1
AEUDDHALUDWNEZ-UHFFFAOYSA-N,1,7.299988937677888,1
QSDLVBSOCJOFJV-FNLKRUPLSA-N,1,7.299988937677888,1
SIMNKURLSFAWDZ-UHFFFAOYSA-N,1,7.299988937677888,1
OSAUGWDHZYWLTI-UHFFFAOYSA-N,1,7.29929628285498,1
NQOBWBPQVJMZSQ-WUKNDPDISA-N,1,7.29929628285498,1
WEFCQLWBBLEXDK-SFHVURJKSA-N,1,,0
LSKZCQKQGRUHKQ-BJLQDIEVSA-N,1,7.298259367562787,2
QKVOQKSMJIDFBY-UHFFFAOYSA-N,1,,0
WRPZMLXFPDERQS-SFHVURJKSA-N,1,,0
SFBYKQFVXHFMBA-UHFFFAOYSA-N,1,7.291198562418154,2
UGRVOYIHHOLSHQ-UHFFFAOYSA-N,1,,0
RPAZQDWESIXCRX-UHFFFAOYSA-N,1,,0
ANPBPMHGXDWYNM-AZUAARDMSA-N,1,,0
XLIXPJRYIUCZIQ-IYQCHBLZSA-N,1,7.289036881004725,1
ADUYXHYSTCIMEO-UHFFFAOYSA-N,1,,0
KBVAEHJQNKKTNL-SFTDATJTSA-N,1,,0
KOUYZQIXUIGLHZ-UHFFFAOYSA-N,1,,0
FHJKGVBVLIXGIQ-CYBMUJFWSA-N,1,,0
OTODYHHNOABMMX-UHFFFAOYSA-N,1,7.2839966563652006,1
MTKHCEFATKQYMK-UHFFFAOYSA-N,1,7.2839966563652006,1
BXOLXXSMCLYDNG-UHFFFAOYSA-N,1,7.301573543484588,2
PEBYJPFREGHAND-UHFFFAOYSA-N,1,,0
WPYVGSUSOOZONM-UHFFFAOYSA-N,1,,0
UNPARBQWWULNRE-AQYVVDRMSA-N,1,7.283162276700476,1
NZBZRVLCAAQXCD-UHFFFAOYSA-N,1,,0
BLVKQYQCYGVTBD-UHFFFAOYSA-N,1,7.279840696594043,1
GYPMSCDWBIWORF-UHFFFAOYSA-N,1,,0
ARZYDJJAHRASCM-UHFFFAOYSA-N,1,7.279813124091822,2
KXRNXSYVAAEIGF-XLIONFOSSA-N,1,,0
VPXUAYLFOKMYIW-UHFFFAOYSA-N,1,,0
XKXPMSXRABANAG-UHFFFAOYSA-N,1,7.275724130399211,1
DECRCHYWYMULIA-UHFFFAOYSA-N,1,7.275724130399211,1
AMDRAFDQLSKJMW-UHFFFAOYSA-N,1,7.275724130399211,1
ZXZSMMMPXXEGFH-UHFFFAOYSA-N,1,7.275724130399211,1
YPEMPEGPBFGRNH-OAQYLSRUSA-N,1,7.275724130399211,1
PAAUBDWPMHOPRI-UHFFFAOYSA-N,1,7.275724130399211,1
WWLFCQLHCAEMAP-UHFFFAOYSA-N,1,,0
ORSIHAZQLFPIQY-UHFFFAOYSA-N,1,,0
KKSPKLQCAGWNKZ-UHFFFAOYSA-N,1,7.274088367704952,1
URRGVMZADQFXDL-UHFFFAOYSA-N,1,,0
GXOXNWXNCBKFTM-MEMLXQNLSA-N,1,7.267606240177031,1
NLTDKVOJLVQOQL-UHFFFAOYSA-N,1,,0
FBEPBNQZIQSTRT-UHFFFAOYSA-N,1,7.26440110030182,1
WLHOVCQZTZDBFS-UHFFFAOYSA-N,1,7.262807357295262,1
JNSGCKSGQOFGBY-KBQPQWKXSA-N,1,7.262807357295262,1
PNZJHNPWNQIJPQ-LJQANCHMSA-N,1,7.259637310505756,1
JZXUXPRHDPKHEU-UHFFFAOYSA-N,1,7.259637310505756,1
AKTVMLWMKKIHMI-UHFFFAOYSA-N,1,,0
GLVQEUAFPSVVKQ-UHFFFAOYSA-N,1,,0
RVFWCLJRIRUOIQ-UHFFFAOYSA-N,1,7.2541448048262716,1
SQLGEXQBAJPFNZ-XUTJKUGGSA-N,1,7.2541448048262716,1
RRBRCSSGXLKDPR-UHFFFAOYSA-N,1,,0
BQPNZSMRHBTJNY-UHFFFAOYSA-N,1,,0
RBUDKKJLRVBPDA-UHFFFAOYSA-N,1,7.251811972993799,1
FLHNFXPLCFJIDJ-MRXNPFEDSA-N,1,7.251811972993799,1
AZGSWFQAJQTIDP-UHFFFAOYSA-N,1,7.251811972993799,1
GISUIIBROMOYGQ-UHFFFAOYSA-N,1,7.251811972993799,1
XRQBUGNQFZLQGU-UHFFFAOYSA-O,1,7.251811972993799,1
DQMKFVKNNDMGTA-UHFFFAOYSA-N,1,7.251811972993799,1
WLSSDELGXZDINE-UHFFFAOYSA-N,1,,0
HXHZPLKJASKRCI-UHFFFAOYSA-N,1,7.250031916490597,3
OEUUCWVHNBAMPM-UHFFFAOYSA-N,1,,0
MKJHGVZTPBBKML-UHFFFAOYSA-N,1,7.247951552180561,2
QNRLJYNBTWBLJQ-UHFFFAOYSA-N,1,,0
RIRRORJZVJGNAL-LJQANCHMSA-N,1,7.246416941107094,1
JVTXPXRMOCVEDH-XYWHTSSQSA-N,1,7.2441251443275085,1
VYQGDEGEWDOYTJ-UHFFFAOYSA-N,1,,0
BGFGEEWUHSNXQC-UHFFFAOYSA-N,1,,0
IBNWNWKMISLVQT-UHFFFAOYSA-N,1,,0
WTEJQFJEEYZWBK-UHFFFAOYSA-N,1,,0
LIXJRDNPUKACMR-UHFFFAOYSA-N,1,,0
HAZPAMUWUHDPDA-UHFFFAOYSA-N,1,,0
MBWOKCNMOOTYJQ-UHFFFAOYSA-N,1,,0
BLYMJBIZMIGWFK-HNNXBMFYSA-N,1,7.236572006437063,1
MHPQCGZBAVXCGA-GFCCVEGCSA-N,1,7.230032198670558,1
ODRXDASPVTXFDY-UHFFFAOYSA-N,1,,0
PKOUVYCYGDKEDL-YBFXNURJSA-N,1,7.229884705212898,1
QNDFBMWALLMDKL-SIKLNZKXSA-N,1,,0
XQQUULUGMJTWQN-JHYNZKOVSA-N,1,,0
GVYUEZFLXAHJAB-UHFFFAOYSA-N,1,7.229147988357855,1
BARYHSADJVEXIX-HXUWFJFHSA-N,1,7.229147988357855,1
WCWNYVYNQAPOOX-OAHLLOKOSA-N,1,7.229147988357855,1
YPOPWNSAWBPGOR-UHFFFAOYSA-N,1,7.229147988357855,1
YXMNLDHKEGETAO-UHFFFAOYSA-N,1,,0
FBCSWIXKXHSYBN-LSQWYULJSA-N,1,,0
IHNAEAHWHZVEJK-WGSAOQKQSA-N,1,7.22767829327708,1
IMPOGCXTOZKPHA-UHFFFAOYSA-N,1,,0
AFTMDSQMJPSVNL-UHFFFAOYSA-N,1,7.221848749616356,1
MUVLUHKHFQKISJ-UHFFFAOYSA-N,1,7.221848749616356,1
XPBGNLUNAORHQZ-UHFFFAOYSA-N,1,7.221848749616356,1
JCVCZONIULCFAT-UHFFFAOYSA-N,1,7.221848749616356,1
BKMRLPDOTVKGIM-UHFFFAOYSA-N,1,7.221125527997261,1
BEXZDWKMMJPZCQ-INIZCTEOSA-N,1,7.219970872662662,1
XTRDYFXHAKBBSQ-UHFFFAOYSA-N,1,,0
LDXAOQSIBXRCIN-UHFFFAOYSA-N,1,,0
WRPJRNBABVMDIF-PXNSSMCTSA-N,1,,0
HTIHIBRTTCYUMB-UHFFFAOYSA-N,1,,0
WCTUBAYTZGGHLK-UHFFFAOYSA-N,1,,0
NYYVPFBZAVQNMH-UHFFFAOYSA-N,1,,0
BCUKGZFJMQMVDC-UHFFFAOYSA-N,1,,0
ASMVKSNPCVNVFO-UHFFFAOYSA-N,1,7.214670164989233,1
ZUGNJYHFOIGGOO-UHFFFAOYSA-N,1,7.214670164989233,1
QOYFIOFBKVQOQW-UHFFFAOYSA-N,1,7.214670164989233,1
RUGZUJWEVYDLKD-UHFFFAOYSA-N,1,,0
SMQKBIDCSTXPMN-FQEVSTJZSA-N,1,,0
GOESYBVAFIXBFO-UHFFFAOYSA-N,1,,0
UWXLBLFCZDJRKI-CNNODRBYSA-N,1,,0
LQTJOPPTSIYEES-SANMLTNESA-N,1,7.207608310501746,1
JKFIWLJVMRKLFE-UHFFFAOYSA-N,1,7.207608310501746,1
OJEDMBNNWQTAKQ-UHFFFAOYSA-N,1,7.207608310501746,1
PGSGTPNUOJTSEM-DEOSSOPVSA-N,1,,0
SGUZNMAAJVIZHU-UHFFFAOYSA-N,1,,0
CUZBNCPQNUFDMK-UHFFFAOYSA-N,1,,0
AUOJYDWOWNCBRK-UHFFFAOYSA-N,1,,0
GLWWYTMRHNLGIT-UHFFFAOYSA-N,1,7.20690839982342,4
BAINIUMDFURPJM-UHFFFAOYSA-N,1,7.202732459169283,1
GKTQBPYMIGXPKG-JVVVGQRLSA-N,1,7.202040356262804,1
CVFSBPUUIKGUIL-UHFFFAOYSA-N,1,,0
WMVHTQXTTPNPRU-UHFFFAOYSA-N,1,,0
YTGXGXKZORFSRT-UHFFFAOYSA-N,1,,0
JLKITJMRRRZCIH-UILWBTOOSA-N,1,7.199970640755866,1
ISTZGGNVALEGHJ-CILPGNKCSA-N,1,7.199970640755866,1
IZVVXKITHMHHRG-UHFFFAOYSA-N,1,7.199970640755866,1
SEMJDPGTUJSAEG-SJLPKXTDSA-N,1,7.199970640755866,1
HTADTAUIMFMPFI-UHFFFAOYSA-N,1,7.199970640755866,3
ZWHFNBRLUSRMFB-UHFFFAOYSA-N,1,7.199970640755866,1
XQYFTHHWGHOOSS-UHFFFAOYSA-N,1,7.199970640755866,3
RKDBVDKLNHXCIZ-UHFFFAOYSA-N,1,7.199970640755866,1
RXPBJKRWQYAHSE-UHFFFAOYSA-N,1,7.199970640755866,1
UDOMQVLKUAMGED-UHFFFAOYSA-N,1,7.199970640755866,1
UWMNNXYMOFTXGP-UHFFFAOYSA-N,1,7.199970640755866,1
NBYFBVZSSQUNTB-UHFFFAOYSA-N,1,7.199970640755866,1
YDSZXMRCXLHXST-UHFFFAOYSA-N,1,7.198596289982645,1
CWYDVWDIVIJIOS-UHFFFAOYSA-N,1,,0
ALPMTMYCYHOFLH-TZIWHRDSSA-N,1,,0
LFQZHAKGDXWDRR-ONEGZZNKSA-N,1,7.1938200260161125,3
HYNOMSZTPOUFRQ-QRTARXTBSA-N,1,7.1938200260161125,1
KQJHXQUMRFPEBH-UHFFFAOYSA-N,1,7.191894619805137,2
ZIVBQUNYSGOUKO-UHFFFAOYSA-N,1,7.190213352606998,2
WZYFZOQYIYKUJN-UHFFFAOYSA-N,1,,0
BVBIAGFWBHXIBM-QGZVFWFLSA-N,1,7.189411859112482,2
BVXJKDHFRHNSRI-LJQANCHMSA-N,1,7.187755303199631,1
HKAWCIGAEVMZGN-SFHVURJKSA-N,1,7.187086643357144,1
RZLZELGICQMPFL-UHFFFAOYSA-N,1,,0
BFIOLCNMADQXRL-XUTJKUGGSA-N,1,7.186419011431808,2
IWZNOFWARONDLD-UHFFFAOYSA-N,1,,0
QXXSJVZBKIQIJR-UHFFFAOYSA-N,1,7.180456064458131,1
PBBGIYKMAVNTAL-UHFFFAOYSA-N,1,7.180456064458131,1
TWQROZICHMTHNN-UHFFFAOYSA-N,1,7.180456064458131,1
QNWQLJBICCQPMP-UHFFFAOYSA-N,1,7.180456064458131,3
FJIQRQMSPDCJJA-QHCPKHFHSA-N,1,,0
JIURLJSKBKCSMU-UHFFFAOYSA-N,1,,0
YEUKYYRBGVTVHI-UHFFFAOYSA-N,1,7.180225878824906,2
GJUWVTJJMMQPAO-UHFFFAOYSA-N,1,,0
RTQVMPUWTJFEJK-UHFFFAOYSA-N,1,,0
JGUXYQFTEZNNTK-LSNLESRRSA-N,1,7.17979854051436,2
ZEDJJTNDYYFYOC-UHFFFAOYSA-N,1,,0
JNAGEIMWCSOQKU-UHFFFAOYSA-N,1,7.173925197299173,1
TZZKWSLLNPOOCC-UHFFFAOYSA-N,1,7.173925197299173,1
XQWCSGWUJUEAQM-UHFFFAOYSA-N,1,7.172630726946174,1
UTUCAVNEOKJWJU-UHFFFAOYSA-N,1,7.171957130681528,2
IITURQZUYHBHDS-UHFFFAOYSA-N,1,7.169989064063882,1
WRIZBYRNLDZPMG-UHFFFAOYSA-N,1,,0
DHSSDEDRBUKTQY-UHFFFAOYSA-N,1,,0
XQOLXGFKFIWXQP-UHFFFAOYSA-N,1,,0
BGRJTUBHPOOWDU-UHFFFAOYSA-N,1,7.049914788768163,4
VHLUWRVNDLKEND-UHFFFAOYSA-N,1,7.168130225719498,1
VUEGBGWRCATKQZ-CYBMUJFWSA-N,1,7.167491087293763,2
IDICUFRCUIOPKM-UHFFFAOYSA-N,1,7.167491087293763,1
WRSUPAJSUHYUKP-UHFFFAOYSA-N,1,7.167491087293763,2
LIWZXUWAEHOPHY-MXVIHJGJSA-N,1,7.167491087293763,1
LLNWCPKEPUSMNT-UHFFFAOYSA-N,1,,0
YISHJHUTBSLTCO-UHFFFAOYSA-N,1,7.166215625343521,1
JREWRGYSZHHIJM-UHFFFAOYSA-N,1,,0
WUKHFCSRRUQMMT-HKOYGPOVSA-N,1,,0
ADDORVGWJJXKFK-AFARHQOCSA-N,1,7.158640529545145,1
OAIALYFMHHTONS-HCGLCNNCSA-N,1,7.158015195409886,1
CHORKXOAHORPHG-UHFFFAOYSA-N,1,,0
KEOJOHYWCQCCER-UHFFFAOYSA-N,1,7.154901959985743,1
ANCQWHLMXBDLTA-UHFFFAOYSA-N,1,,0
XSRFHBAHNKMQSR-UHFFFAOYSA-N,1,,0
LVAZPFMWSRDRRK-LBPRGKRZSA-N,1,7.152697400533215,12
FPUAKJDDMRFFBU-UHFFFAOYSA-N,1,,0
NTRYGIZSQHIHMD-UHFFFAOYSA-N,1,7.1487416512809245,1
HUKSBDBJOJSVHS-UHFFFAOYSA-N,1,7.145693958198919,1
PNCPYILNMDWPEY-QGZVFWFLSA-N,1,,0
KLQDZSYTMPJBBU-UTKZUKDTSA-N,1,,0
MNVXJRRRFDLIDB-UHFFFAOYSA-N,1,7.142667503568731,1
XPOOQWFDTCQYTN-UHFFFAOYSA-N,1,7.142667503568731,1
NMALCZJKSYZTRE-UHFFFAOYSA-N,1,,0
XEMCNPZNSNBIMI-UHFFFAOYSA-N,1,,0
CDTGPXQJMIHKOA-TZIWHRDSSA-N,1,,0
BVXSVALQOFIYSP-UHFFFAOYSA-N,1,7.141344530963355,2
QTJSAQYKJMJAHN-FCMXBYMOSA-N,1,7.139661993429006,2
OYZKUGKMWYXUJF-UHFFFAOYSA-N,1,7.138465589140962,1
XZKJWFNUAUOHAC-AQYVVDRMSA-N,1,7.138465589140962,1
KXVOVPCKFATOKG-UHFFFAOYSA-N,1,7.138349349118762,2
ZFDWAPWETDMDSZ-UHFFFAOYSA-N,1,7.136677139879544,1
DRDXZCGSMVSSLQ-UHFFFAOYSA-N,1,7.136677139879544,1
OXZWTDWFMODERJ-SFHVURJKSA-N,1,7.136677139879544,1
CLTAQMJYOUARDB-HSZRJFAPSA-N,1,7.136677139879544,1
IQJMNZLVYKGIIF-UHFFFAOYSA-N,1,7.136677139879544,1
KOFBMNJKMVTHSV-UHFFFAOYSA-N,1,,0
IEFITNQZMCGBTG-UHFFFAOYSA-N,1,,0
QURAQIGQNZYJHP-UHFFFAOYSA-N,1,7.133417423289153,2
NJUHOBFYJCKTIZ-UHFFFAOYSA-N,1,,0
KGEGCSUUIDNIBO-UHFFFAOYSA-N,1,7.130768280269024,1
XPEWLIYLRNDQAK-UHFFFAOYSA-N,1,,0
NHDFEXRNVMOWCZ-UHFFFAOYSA-N,1,,0
TYQWGVAKEMWBPU-UHFFFAOYSA-N,1,,0
PWCSMJIRMONKML-UHFFFAOYSA-N,1,,0
QTIAXUAWMLBIGP-NSHDSACASA-N,1,,0
PUTIADDALKYHRM-UHFFFAOYSA-N,1,7.1249387366083,1
GDFOAQPKYDGSPR-UHFFFAOYSA-N,1,,0
MFRGANBNUOPMSD-UHFFFAOYSA-N,1,,0
OKODMCHGOYUBGY-JTQLQIEISA-N,1,,0
ATCJEKKXEJVYOB-UHFFFAOYSA-N,1,7.120904120499928,3
XTKDAFGWCDAMPY-UHFFFAOYSA-N,1,7.275724130399211,1
LRMWMKQIJLOEPF-XMSQKQJNSA-N,1,,0
WAFXOAGOOZIJGE-XLIONFOSSA-N,1,,0
JRYNLQPPXGHRTN-UHFFFAOYSA-N,1,,0
MDBWEQVKJDMEMK-CQSZACIVSA-N,1,7.119186407719209,1
YJHBORBWSSPLGN-UHFFFAOYSA-N,1,7.119186407719209,1
DHOLLIZICIPGNS-UHFFFAOYSA-N,1,,0
YPKCWJPCWSVSDC-UHFFFAOYSA-N,1,,0
XDOOZCXRMFPQEM-UHFFFAOYSA-N,1,,0
RLXWQKHLDFBDJH-UHFFFAOYSA-N,1,7.113509274827518,1
BWWHZGYOJOBIMA-UHFFFAOYSA-N,1,7.113509274827518,1
JYBLRFDZVBZKOY-UHFFFAOYSA-N,1,,0
DCJWAUUNGWWIFD-LIRRHRJNSA-N,1,7.113106777509403,2
WVCHGRAYLHEGAY-IYARVYRRSA-N,1,7.112382699664264,1
WMFCPIPAGHYFMC-SFHVURJKSA-N,1,,0
SQMUNKWOFRBGIX-UHFFFAOYSA-N,1,7.109600922584908,2
QGNVJFHGWZQUHS-AREMUKBSSA-N,1,,0
WQWLYKDRIFAQER-UHFFFAOYSA-N,1,7.108462542327436,1
WKZQYOGJYMCSPM-QGZVFWFLSA-N,1,7.107905397309519,1
BEYYMPWIMDYWDO-UHFFFAOYSA-N,1,7.107905397309519,1
FQJVIZLZSFQUTO-UHFFFAOYSA-N,1,7.107905397309519,1
BUJDRHDSUWKHNQ-UHFFFAOYSA-N,1,,0
VYJSEMNZGPEKAE-UHFFFAOYSA-N,1,7.105130343254747,1
JVPFEJREBIUBMB-UHFFFAOYSA-N,1,,0
ZCTLRJWCRUVTOB-CFFRYYMNSA-N,1,,0
XHIUHIDIRNZTAW-UHFFFAOYSA-N,1,7.100726812682396,1
ANPBPMHGXDWYNM-UHFFFAOYSA-N,1,,0
PWFWFOUAVPITTG-UHFFFAOYSA-N,1,7.100015437450609,1
YEFAFNGWRUUUQI-UHFFFAOYSA-N,1,7.100015437450609,1
CPQUBMVKDMAUMG-UHFFFAOYSA-N,1,7.100015437450609,1
QSGHQJFWJBYZCL-UHFFFAOYSA-N,1,7.100015437450609,1
IRUKZAGWAZWZBI-UHFFFAOYSA-N,1,7.100015437450609,1
KDPMUYMEKOJROI-UHFFFAOYSA-N,1,7.100015437450609,1
BGDWLXHOUQZPOK-UKRRQHHQSA-N,1,7.100015437450609,1
RUYAQBZRWRWQHR-UHFFFAOYSA-N,1,7.100015437450609,1
ILAPINSYTQOSTH-UHFFFAOYSA-N,1,7.100015437450609,1
GNAFTHDBPJUMAT-UHFFFAOYSA-N,1,7.100015437450609,1
OJGCUCNESMAFSG-UHFFFAOYSA-N,1,7.100015437450609,1
AQPYEVVJFZDJNJ-AWEZNQCLSA-N,1,7.100015437450609,2
GIMFULQWEVUBEF-UHFFFAOYSA-N,1,7.100015437450609,1
MQISIMYBHGTURV-UHFFFAOYSA-N,1,7.100015437450609,1
SVLJLEACLLUCRC-UHFFFAOYSA-N,1,7.100015437450609,1
KATDCUORFQOJBY-QAPCUYQASA-N,1,7.100015437450609,1
AFYFGCAEDGKSJG-UHFFFAOYSA-N,1,7.100015437450609,1
QIJPXEALWJLAOE-UHFFFAOYSA-N,1,7.100015437450609,1
QXUQBHLLDLPFLR-UHFFFAOYSA-N,1,,0
QIWDESFBOGLASL-UHFFFAOYSA-N,1,,0
AIJIQCBYMBZLJD-UHFFFAOYSA-N,1,7.096910013008056,1
LNEVPGGCVOGZMM-UHFFFAOYSA-N,1,7.096910013008056,1
VZAPTAUVWQWZDW-UHFFFAOYSA-N,1,,0
LKXCWTFZOCKBJZ-UHFFFAOYSA-N,1,,0
BKCOTBJYDGSUFC-UHFFFAOYSA-N,1,7.094212497064703,2
JYECEDKUXBIHSW-AREMUKBSSA-N,1,,0
PLFUSXITMGZVCU-UHFFFAOYSA-N,1,7.092588639225414,1
NJDDOYGAHXQMEQ-AWEZNQCLSA-N,1,7.0915149811213505,1
WORAGLYTERKFFO-UHFFFAOYSA-N,1,,0
AUVKPZIQUZLIFO-UHFFFAOYSA-N,1,,0
YNKTYKVRVVWGRV-UHFFFAOYSA-N,1,,0
OJELFRWBMVFUDD-KXBFYZLASA-N,1,7.089243235797613,2
SCZQIQLIELOGMA-ZRZAMGCNSA-N,1,7.087346153458631,2
ZUOIZLRETXHGDT-UHFFFAOYSA-N,1,7.086186147616283,1
YVEBIHRSAGYHFR-UHFFFAOYSA-N,1,,0
TUTLRKKYUXPDGN-HNNXBMFYSA-N,1,,0
YCQKBDMLGQENAQ-UHFFFAOYSA-N,1,,0
GLJZGPDTNBDSGN-HXUWFJFHSA-N,1,7.083937228732996,2
MNVDCQLMHFFYCU-UHFFFAOYSA-N,1,7.080921907623926,1
UQOWIEJFNPPPBP-OAHLLOKOSA-N,1,7.080921907623926,1
HKAWCIGAEVMZGN-UHFFFAOYSA-N,1,7.080921907623926,1
XOLIIHROSJWMQH-UHFFFAOYSA-N,1,7.080921907623926,1
POZXHKGYVSZVAB-UHFFFAOYSA-N,1,7.080921907623926,1
DSOWHOSHPUSGFM-UHFFFAOYSA-N,1,7.080921907623926,3
LLJNHDOQJFYFCL-UHFFFAOYSA-N,1,7.080921907623926,1
HHVQGHMBHYXHGF-UHFFFAOYSA-N,1,,0
CDMKFCYALGWSEN-UHFFFAOYSA-N,1,7.078313524516398,1
NNSVOPTWCBGCJU-HSZRJFAPSA-N,1,,0
ACTVOFFLDWZANE-NSISKUIASA-N,1,7.075720713938118,1
JJIBAQPGIKFZRA-UHFFFAOYSA-N,1,7.075720713938118,2
OJORGHNUKQKUKG-UHFFFAOYSA-N,1,,0
UQKLFSKKULYASF-UHFFFAOYSA-N,1,,0
IHAPBZBYXJKWJA-LFUKPOHLSA-N,1,7.072116589669293,1
VRIOGKJTEWWNSZ-UHFFFAOYSA-N,1,,0
YLULTEDGTZQJDL-UHFFFAOYSA-N,1,,0
ZIYZADXWTXYQKL-HCGLCNNCSA-N,1,7.070581074285707,1
CWNXARPODKGZCQ-UHFFFAOYSA-N,1,7.070581074285707,1
VDCBDIRJDJYCIZ-UHFFFAOYSA-N,1,7.070581074285707,1
BSICDIBRXJYNPB-UHFFFAOYSA-N,1,,0
XRUUSJMEKAKGQU-GOSISDBHSA-N,1,,0
RNAKUHHBSZEVQT-ASMCULGUSA-N,1,7.066664589922349,2
SXCBTZZPBYWDRW-QGZVFWFLSA-N,1,7.0655015487564325,1
VQBXPTGVNAAIHI-UHFFFAOYSA-N,1,7.0655015487564325,1
NSMCYUMPIGJKHV-UHFFFAOYSA-N,1,7.0655015487564325,2
LJZKZXJPHHZDQF-UHFFFAOYSA-N,1,,0
GKEKKHSDPFDXQN-INIZCTEOSA-N,1,,0
HZBAKQLOTJCSJX-UHFFFAOYSA-N,1,,0
MXKZBMGRCYCKSV-UHFFFAOYSA-N,1,,0
VZCQCONTEBWWMW-YPKPFQOOSA-N,1,7.060480747381382,1
WWZCKJOSLFFMMU-CYYJNZCTSA-N,1,,0
FHSMMEAYPKEOAQ-UHFFFAOYSA-N,1,,0
ATMVGYLFYGIYDI-UHFFFAOYSA-N,1,,0
DXJBLNLSLUGVEL-GFCCVEGCSA-N,1,7.059981844992337,1
NLDBOKLMUAUKIM-UHFFFAOYSA-N,1,7.059981844992337,1
YIECWSJRMPAWGX-UHFFFAOYSA-N,1,,0
PRECWTBVGZKXGO-UHFFFAOYSA-N,1,,0
XQQUULUGMJTWQN-BJSHUGAESA-N,1,,0
LRJUHEKHPZCRGV-UHFFFAOYSA-N,1,,0
AQKLZOVNXYAGDW-UHFFFAOYSA-N,1,,0
BGRJTUBHPOOWDU-NSHDSACASA-N,1,7.055517327849831,2
TWCRFNBRBHKABU-UHFFFAOYSA-N,1,,0
JLMZACVBNICYMZ-UHFFFAOYSA-N,1,7.054231271163718,2
CPTMQUFMCPDSBM-UHFFFAOYSA-N,1,,0
KCHOGJMXHYZZSG-UHFFFAOYSA-N,1,7.052566278112949,1
WQFGYARLKCXPCQ-WGSAOQKQSA-N,1,7.050609993355087,1
XZUUIMQQOCYISH-UHFFFAOYSA-N,1,,0
DBFMZFWPENBAGS-UHFFFAOYSA-N,1,,0
LRMWMKQIJLOEPF-GCJKJVERSA-N,1,,0
NCWGEGAYIHJRDE-UHFFFAOYSA-N,1,,0
PLZGEHCHVFNRGK-UHFFFAOYSA-N,1,,0
GUEHIYRLOQCWLO-NRFANRHFSA-N,1,,0
QIUNPJREZURMGC-UVPKRVSESA-N,1,,0
ZKRZZKIVIDSCSL-VTIYRKAUSA-N,1,,0
AJKOTVCMUKNUGM-UHFFFAOYSA-N,1,,0
HFJQAHIKNXSVRM-LJQANCHMSA-N,1,7.036212172654444,1
OJVGHPDSXXGXQT-UHFFFAOYSA-N,1,7.036212172654444,1
KEBTXYVUUJRQQZ-UHFFFAOYSA-N,1,,0
MWHOEMHDLWMJAP-UHFFFAOYSA-N,1,,0
UVEHFXJWIQCNDD-IYARVYRRSA-N,1,7.032452023781138,1
YTLHBRBFQQCIBL-UHFFFAOYSA-N,1,,0
NTSOURPESZESOK-UHFFFAOYSA-N,1,,0
SJCUJBCYBXGZOY-UHFFFAOYSA-N,1,,0
XHMOKKQHMCXTBS-UHFFFAOYSA-N,1,,0
UYOTUCPKIKVHNI-UHFFFAOYSA-N,1,7.029978734171634,1
FGCHYOQNROGAEB-UHFFFAOYSA-N,1,7.027797161620936,1
WJBZDUBBVKDOMN-UHFFFAOYSA-N,1,,0
VEDCYFFCKNISSG-UHFFFAOYSA-N,1,7.026872146400302,1
HMBLGIYYEVWFCT-XMMPIXPASA-N,1,,0
DKMWFGJOMJUBOA-UHFFFAOYSA-N,1,7.025028005701931,1
FGTGRXMIFIZGBG-UHFFFAOYSA-N,1,7.0248662659932055,2
JPTSMZMSIACDAD-UHFFFAOYSA-N,1,7.0248662659932055,2
GGIUXVIFNJVWLE-UHFFFAOYSA-N,1,7.024108863598207,1
HGOOBSLSWOJAPR-UHFFFAOYSA-N,1,7.022276394711152,1
XNXQFTTXHFQTRX-UHFFFAOYSA-N,1,7.022276394711152,1
FXHLGRYCQSRFHY-MQSINFNDSA-N,1,7.022276394711152,1
CZLNGXCUCYKLOR-UHFFFAOYSA-N,1,,0
CTGOENHVWDCQPG-UHFFFAOYSA-N,1,,0
LLBLNMUONVVVPG-UHFFFAOYSA-N,1,7.043831569524636,9
IRFLVVGRMBDQSJ-UHFFFAOYSA-N,1,7.020907099361674,1
RFBKHFYKBNFXJB-UHFFFAOYSA-N,1,7.020907099361674,1
NUZVTKAQWGCWOR-UHFFFAOYSA-O,1,7.020907099361674,1
QGRZOKIURVWFKN-IAGOWNOFSA-N,1,7.019996628416253,1
GWFPJCOZSBFTOH-UHFFFAOYSA-N,1,,0
CLZFBRKWSABTPJ-UHFFFAOYSA-N,1,7.017728766960431,1
GMCJUANYGWCBDC-UHFFFAOYSA-N,1,,0
MIEJOQGHYSYEFX-UHFFFAOYSA-N,1,7.013676222949234,1
RBVCBWQAGOAYTL-UHFFFAOYSA-N,1,,0
WRPJRNBABVMDIF-UHFFFAOYSA-N,1,,0
